id,post,topic,labels,cls_euc,dist_euc,cls_euc_sp,dist_euc_sp,cls_cos,dist_cos,cls_cos_sp,dist_cos_sp
410,"there is a reason why they sides are called pro-life vs pro-choice. very few (if any) are for abortion, i happen to be one of them, however, i am for a woman's right to chose. the only argument that pro-life people have to take away the right of other is based off of their own self-righteousness.",abortion,p-right,45,128.97148,57,130.1057,167,0.5481119751930237,52,0.59473717212677
411,"personally i think that people should have the ability to make there own choice. if people are against abortion then they should simply not have abortions but i dont feel its right for people to take the choice away from those that do want them. the reason i believe the choice for abortion should be there is that its better to abort an unwanted child than have it born into poverty and have it suffer immensely with hunger, etc. also if an unwanted child is born because abortion wasnt an option. that child grows up without love, care, etc and again brings them into a cruel and punishing world with no love or support system also putting them at risk of depression later in life. it may seem cruel or unfair to abort a child but honestly its far more cruel and unfair to bring a child into a world of poverty, hostility, hatred and other situations and emotions that often surround having an unwanted child. starvation was mentioned above, whats more cruel aborting a child (no pain or suffering) or having a child that you cant feed that ends up starving to death (which is one of the most excruciating deaths).",abortion,p-baby_ill_treatment p-right,17,161.12787,23,159.5269,17,0.5102327466011047,15,0.506127804517746
412,"no. of course i do not agree with abortion. it is murder, and there is no way around it. did you know there is a law that you go to jail if you hurt a lady that makes her loose her baby, but not to kill it on purpose in abortion. now does that make sense?",abortion,c-kill,8,124.06348,11,123.02341,47,0.275959849357605,55,0.579590916633606
413,hell no! if you were grown enough to spread your fucking legs then you are grown enough to take the responsibility of your fucking kid! you know there are other options!!!! killing a innocent baby isn't gonna just go away like a rainy day!!!! you will have to live with the guilt forever!!!!!!!,abortion,c-bad_4_mom c-kill c-sex,7,162.84225,9,163.21535,52,0.6265711784362793,53,0.6224783658981323
414,--------------------------------------- &gt; that is soo true living with the guilt forever know you murder you child it would have been even better if the murder hadn't been born.,abortion,c-bad_4_mom,9,174.4663,12,172.06345,56,0.6459646224975586,45,0.5369201302528381
415,abortion is wrong! god created that person for a reason. if your not ready to raise a kid then put it up for adoption so it can be with a good family. dont murder it! its wrong. it has a life. if you can have sex then you should be ready for the consequences tht come with it!,abortion,c-adopt c-baby_right c-kill c-sex,7,160.88803,9,160.42877,30,0.6833601891994476,31,0.706425130367279
416,"so, those, who were raped through the multiple varieties of means, are expected to birth this child although it was coerced rape. i don't think so. therefore, taking a woman's right to choice is wrong regardless what a church or the government suggests.",abortion,p-rape p-right,9,155.88542,12,155.75056,154,0.5178073048591614,126,0.5948136150836945
417,"abortion is purely subjective. if the woman is having an abortion, clearly she has her reasons. people shouldn't judge others in general. doesn't even matter if your a 15 year old girl or a 28 year old woman, obviously if they were to choose to abort the child they were not ready to be mothers. as for adopting it out, why would a woman put her self through all the changes and pressure of being pregnant, then not keep the child especially if she knows she is in no way shape or form ready to go through the while experience? however, if that was the main purpose for a woman to get pregnant in the first place, that's a totally different story. how is it murder? it doesn't even truly exist yet. it hasn't been born into the world. if a woman had the baby then got rid of it, that's murder! not when it's still inside of her.",abortion,p-not_human p-not_murder p-sick_mom,7,160.24663,9,159.94524,102,0.44757527112960815,107,0.44527387619018555
418,how many times is this topic going to be posted? the same asshole materialists come on here and spread their filth. abortion is murder people there is no denying that and you can't prove its not. i stand by that.,abortion,c-kill,9,134.2266,12,134.71596,148,0.47467344999313354,122,0.5829862058162689
419,abortion is just awful because can a woman just sit there and let the baby get killed when its made of her flesh and the bone of her bone thats just so wrong the you would kill your own child raped or not raped.,abortion,c-kill,14,148.90367,17,149.75693,42,0.4939335584640503,54,0.5814642608165741
420,....................... its bad to murder babies..........................,abortion,c-kill,24,127.91688,12,131.28102,48,0.21899199485778809,48,0.21385550498962402
421,you don't see nothing wrong with killing an innocent life????? if you don't you need to go get some help!!! what if your parents did that to you???,abortion,c-kill,7,129.63959,9,128.71802,19,0.5796525776386261,17,0.5285542607307434
422,"never talk in caps, if you really need to, go back to elementary school. [you don't see nothing wrong with killing an innocent life?????] don't scratch yourself then. it kills the lives of innocent skin cells. a fetus is also just cells. it is also not human yet. [what if your parents did that to you???] he wouldn't be here. but he also wouldn't have lost anything, because nothing he had ever done has happened.",abortion,p-not_human,48,159.92299,6,145.13924,40,0.5933983027935028,12,0.4712862968444824
423,"it is a woman's choice wither or not to have a baby. if someone doesn't want to then they don't have to, they aren't killing a human because it hasn't been born yet. it is better not to have a baby than to have it and not want it.",abortion,p-baby_ill_treatment p-not_human p-right,10,127.33236,13,125.33983,53,0.539377897977829,55,0.5198596119880676
424,"it may be the woman's choice but, it is murder there is no covering that up it is proven. if they don't want it give it up for adoption things are so much easier now-a-days.",abortion,c-adopt c-kill,14,106.68958,17,106.542114,156,0.570728987455368,74,0.6215625703334808
425,"it's not murder. it has not been ""proven"" and never will be. murder is ending a human life. a fetus is not human yet. yes, they could give it to an orphanage, which are already crowded enough as it is.",abortion,p-baby_ill_treatment p-not_human p-not_murder,8,133.31346,11,130.13353,20,0.45017528533935547,101,0.5906715095043182
426,"abortion is fine if a woman does not want to keep the baby. it's her body. she is the one experiencing the pregnancy. some say the life inside the woman is not hers. life is sacred. therefore she has no right to abort it. but the life is inside her body. besides, life is far from sacred. everyday, about 25,000 humans die from hunger. every day. but nobody really cares. a fetus is not even a fully formed human. in the early stages especially, it is just a bunch of cells. abortion is something that shouldn't be trivialized. but undoubtedly, for the right reasons, there is no moral issue here at all.",abortion,p-not_human p-right,34,173.14233,11,173.35522,34,0.5958547294139862,35,0.6244465708732605
427,there is a middle here!! you can be pro-life but also believe people have the right to choose. for christians who are all pro-life you need to remember that according to your faith god knew what that girl was going to do when he put that baby in her belly. he put it there anyway. if we take that girls right away to choose for herself girls will be choosing life because they were forced to not because they chose that it was the right thing to do. you are eliminating an opportunity for her to find god by making that decision on her own.,abortion,p-right,7,154.2175,9,154.21526,45,0.6633696556091309,9,0.45434051752090454
428,"this question has far greater implications. are there such things as inalienable rights - human rights? the right to life for example? if there are, then there are two possibilites: 1. humans obtain their inalienable rights purely by being a human being. from the moment of conception, a distinct human being, with its own unique genetic signature, has been given rise - thus from the moment of conception a human being starts to exist and as such, with conception the inalienable rights are also given to the human merely for existing as a human being. 2. we start bartering and haggling. when does a human get rights, what rights, which humans should get them etc etc. but if we conclude with this option, then there is no real reason to limit ourselves to the unborn - nazi germany is a very modern example of a nation haggling with these inalienable rights on born human beings. so first of all, we need to see what implications rise from the views and ideas to which we have attached ourselves to. now that you've thought about these implications, lets look at abortion from an honest perspective - it's the termination of the life of a developing human being for the sake of perserving the convenience and the satisfaction of another person. this is against all reason. convenience does not justify the termination of another human's life - murder. the parents are generally always responsible for the creation of the fetus, so they should have the moral obligation to support the life of that fetus. if they do not want the child, they can give him/her up for adoption - adoption is not some myth. we must also strive for the creation of institutions that would take care of unwanted children in a loving, productive environment. murder is not an acceptable alternative for a civilized nation. given the fact that pregnancy lasts 9 months, one needs to ask themselves - is murder justified by temporary inconvenience? for the sake of comparison, think of the usa, 1800 - the question of slavery. some of you may object, but the general rethoric at the time was completely the same - blacks are not fully human, thus they have no rights ; we should not force our opinions on other people, lets respect our freedom to choose ; we are not ready for such an extensive protection of human rights, we need to go step by step etc etc. nowaydays we laugh and ridicule such arguments as we see it self-evidently that slavery is immoral and i'm convinced that 100 years from now, we'll be seeing abortion in the same light. as abortion does not affirm to my vision of what an ethical, civilized nation should be like - i'm forced to subscribe to the pro-life position.",abortion,c-adopt c-baby_right c-kill c-sex,3,112.171524,10,117.98471,46,0.5519185662269592,20,0.5586657524108887
429,"i'm kinda in the middle. i don't think raped women should be forced to have their babies, if they get pregnant. and also, i think we should prioritize the mother instead of the child. if the mothers life is in danger if she has the baby, i think she should abort the baby.",abortion,p-mother_danger p-rape,13,155.57568,16,156.23056,49,0.2851908802986145,45,0.5464094281196594
430,"a women should be able to choose what happens with her body, especially concerning abortion and babies. not because i support abortion, but what if you were the child of a mom? what if that mom only had you grudgingly because she was forced to have you, abortions being outlawed? would you really want to grow up unloved? a child who's own mother would have aborted you? worse than an accident, you are a person whom the people you are supposed to love, and are supposed to love you would rather have had you dead than given birth to you. in reality, it's not that bad, but forcing a mother to give birth to an unwanted child is cruel, and with the human population this high, with plenty of orphans already, why make more? why go to the trouble and the pain for the mother, and the child, the entire family, and the whole world, when abortion could be an option? i support safe sex and planned pregnancy, i think abortion is murder, as is war or any human killing another human, but killing does happen. every time you eat, you are eating something that was killed, plant or animal. if it reduces pain in the world, then you should be able to abort.",abortion,p-baby_ill_treatment p-right,29,116.630844,39,116.136696,50,0.27105164527893066,49,0.2668306827545166
431,"seek the truth, not what you want the truth to be. that's why i'm not religious. which religion? all say to believe, yet why? must i believe or can i just not believe? it's why i follow science and logic. to me, to be logical is to reduce pain in the world, increase happiness, and gain knowledge, while being safe and helping people. that is why i must be pro-life and pro-choice. i cannot force others to my opinion, just as others cannot force me, because it is only an opinion. normally, i am against killing, but a fetus is a lot different than a fully grown human, or even a child. anyways, i try to aim for objective truth in an objective world, so unless you believe in the supernatural, or things that can't be proven, my opinion, i've noted is almost always 100% correct, or consistent with my logic/morals. happiness, freedom and knowledge are important to me, and on a debate forum, they should be to you too! have a nice day. =d",abortion,p-not_human,14,171.01022,17,172.04831,1,0.5189188718795776,0,0.5432712137699127
432,"well, i think very grey here. the deal is that at the end of the day, if you had an abortion, well you just killed a future human being. it doesn't matter when conception is or when you think that baby actually turned into a real human being. you just killed a life, a future.â so yes, at the end of the day... abortion is essentially murder.â however, i think that under any circumstance, a woman should be able to abort her own baby. a woman has her right to her body, it is going to be her pain and her blood and tears going into this young's life. if a woman strongly believes that she isn't prepared for parenthood then she has the right to her own body.â it is also the right to her mind. abortion is not easy, just like any type of surgery it leaves scars. not only the physical ones but also the mental ones. women have to deal with the thought of the murder of their own child for the rest of her life. she has to think of the suffering of that child and the pain of her child... that was never even born.â abortion is also risky, woman and their... umm...... ""companions""/companion..... should talk over the risks of the surgery and the abortion itself.â",abortion,c-baby_right c-bad_4_mom c-kill p-right,41,142.84517,53,134.56891,17,0.6013949811458588,50,0.30059725046157837
433,"does it not go against all reason that person a should have the right to kill person b, if person a finds person b's continued existence to be inconvenient? a woman may have a right to her body, but by choosing abortion she's affecting the rights of another persons body as well - the child's. and mental trauma from the abortion is no fitting punishment for murder. we don't let people freely walk away from unwillingly killing other people just because they feel bad about it.",abortion,c-baby_right c-kill,9,160.24202,12,160.2672,4,0.6840411126613617,3,0.6710454821586609
434,"abortion is a really tricky subject to navigate, because on one side you are saying, "" killing an unborn child is wrong!"" or ""women have the right to decide what happens with there own body!"". the problem is that people can agree with both statements at the same time. if you want an abortion because you don't think you are ready to support a child because of your youth you have a valid point. daughters of teen moms are 22% more likely to become teen moms than their peers. sons of teen moms are 13% more likely to go to prison than their peers. not to mention the impact on the teen moms themselves. less than 35% of teen moms finish high school, and only 1.5% of teen moms get there degree by age 30. i am pro-choice because i don't think it is just to force someone into those statistics.",abortion,p-right p-sick_mom,7,181.52815,9,180.98865,3,0.5922264754772186,2,0.5881360471248627
435,"abortion should definitely banned except when the mothers life may be at risk. in any other situation, there are plenty of other options such as adoption.",abortion,c-adopt p-mother_danger,8,129.08237,11,128.8079,42,0.5125402212142944,51,0.5100430250167847
436,"i dont think you really read my comment. your missing my point. the topic is "" abortion should be banned"" and sense therre ar diffrent situations such as "" accidents"" and ""rape"" abortion shouldnt be banned.",abortion,p-rape,7,161.51462,9,161.38466,48,0.7261613011360168,48,0.708943098783493
437,"ok but what about all the other cases, which are probably 90% of abortions? why should someone be allowed to get an abortion just because they do not want to live with the consequences of their actions?",abortion,c-sex,9,124.85588,12,123.21925,24,0.5142413973808289,24,0.5275696814060211
438,"no, she should give it up for adoption and be proud she gave a loving home a child they would not have had otherwise.",abortion,c-adopt,7,127.33507,9,127.19711,98,0.5279830694198608,102,0.5212254226207733
439,"of course it should be banned. abortion became legal in america in the 1800s and was banned -became illegal - when americans got their consciences back through a spiritual revival across the nation. at the bare minimum abortion is the taking of one person's life. but when you consider that most people have children and their children have children, it opens a whole nother door regarding the massiveness of just one act of abortion. it equals genocide - on a massive, massive scale. my position is that abortion is unconscionable and should forever be banned and illegal.",abortion,c-kill,20,143.02579,26,137.3943,77,0.44372355937957764,82,0.42295587062835693
440,"abortion became legal in america in the 1800s and was banned -became illegal - when americans got their consciences back through a spiritual revival across the nation. what's funny is that the number of abortions performed were higher when abortion was illegal than when it was legal, and since roe vs wade, abortions have continually decreased, especially since the 80s. and, keeping it illegal doesn't stop abortions from happening. it never has. so instead of a legal procedure, being conducted in a safe environment, we're going to end up with a bunch of illegal abortions, in unsafe and unregulated environments. at the bare minimum abortion is the taking of one person's life. at the bare minimum, it's the destruction of an accumulation of cells. depending on the week or trimester, a zygote is not alive--can't even respond to stimuli, and therefore cannot be murdered or killed. but when you consider that most people have children and their children have children, it opens a whole nother door regarding the massiveness of just one act of abortion. no, it doesn't. a zygote isn't a ""class of people"", it isn't even a person yet. there are more murders my position is that abortion is unconscionable and should forever be banned and illegal. so? unconscionable doesn't mean it should be made illegal.",abortion,p-not_human p-right,17,129.95312,23,129.6747,141,0.6701373755931854,148,0.6682911217212677
441,"sigh i want to say yes for the most part. i think if people are mature enough to have sex (knowing the consequences of it), they should be mature enough to handle the fallout from it. it should not be used as a form of birth control. if you don't want a child, don't have sex. simple as that. but, then the issue of rape comes into play. along with the health of the mother at risk. these are two major issues that throw a wrench into my thoughts on abortion. but those would be the only reasons i feel abortion would be ""acceptable"".",abortion,c-other c-sex p-mother_danger p-rape,21,142.7302,43,133.62593,49,0.5647863149642944,49,0.5628266036510468
442,although abortion is such a sadening thing that hurts me i dont feel that it should be banned. every mother should have the right to do what they want to do and what they think is best.,abortion,p-right,8,126.57532,11,126.65484,120,0.4966471195220947,51,0.24466514587402344
443,what about the child who has no say? when do we start holding people accountable for their actions?,abortion,c-baby_right,9,104.32276,12,104.83403,24,0.5804232358932495,24,0.6081176102161407
444,it is also the mother's choice. the child doesnt have no say. as i said they shouldnt be having any sexual activity. i am 11 and i know this....,abortion,p-right,9,139.67854,12,139.88086,88,0.5471770167350769,95,0.5449265539646149
445,"its not a child , its a fetus. it has no feelings at all! abortions are made to early for the fetus to feel anything.",abortion,p-not_human,9,93.03949,12,91.20299,24,0.5806174278259277,24,0.5649515986442566
446,isnt that a good thing that they dont feel anything? would you want the fetus to feel it?,abortion,p-not_human,8,97.80366,11,98.70249,53,0.5266150832176208,51,0.46080487966537476
447,"true however, we were all a fetus at one time, therefore, it is the beginning of life. a life that many families are dieing to take care of because they cannot have children of their own.",abortion,c-adopt c-baby_right,7,164.82645,9,165.0484,51,0.24104654788970947,52,0.24628311395645142
448,thats when the seriousness comes in. thats when abortion is required. but theres adoption~~,abortion,c-adopt,7,113.5707,9,112.291435,34,0.5036971271038055,35,0.5077036023139954
449,why not? she can give the child to someone who wants it. many families are looking to adopt.,abortion,c-adopt,40,100.258064,50,96.706085,52,0.22117602825164795,53,0.2206065058708191
450,"i personally believe abortion is an awful thing to consider for a person. if someone in my life tried to get an abortion, i would do everything in my power besides actually tying them to a chair to keep them from getting it. but i absolutely do not believe the government should ban abortion. that is completely out of their jurisdiction and authority. i believe greater education is the answer to prevent teen pregnancy and the fallacy that abortion is just another form of birth control. this will make the choice of aborting your child a much more serious question and the personal decision will be made more responsibly.",abortion,c-other p-other,7,157.8596,9,158.0409,3,0.5213406682014465,134,0.5522349774837494
451,ok its not a person until the baby comes out it can kill you to give birth,abortion,p-mother_danger p-not_human,9,97.19234,12,94.902374,24,0.5572019219398499,54,0.2555680274963379
452,in my opinion it should be because if you don't want to get pregnant why are you having sexual activity,abortion,c-sex,7,104.4859,9,104.15602,53,0.2020583152770996,55,0.2047051191329956
453,oh and it is something that lives off of you that can kill you like oh say...a tumor?,abortion,p-mother_danger,7,115.979576,9,113.751976,18,0.5394361317157745,16,0.5544279217720032
454,"i think that you shouldn't have more than.... 3 abortions. birth control... there's an idea! i'm against abortion with the exception of rape and absolute emergencies. i don't know... i've never been in that situation before, but accidents happen to everyone. so it's mos def possible.",abortion,p-rape,8,189.505,11,188.28517,89,0.49300163984298706,96,0.5478207767009735
455,"regardless of church dogma, abortion is and always be the woman's choice because it is her body, and not the government's, god's, the church's or her significant other's.",abortion,p-right,35,139.24751,45,137.25749,53,0.6099766790866852,55,0.6037305891513824
456,"if abortion was illegal it would still occur. it would be dangerous to the mother as well. it was legallised in england out of pity for the women who felt they had to resort to it, to protect their well being and the rest. it should stay legal, it will always be something that happens. some women perform self abortions with metal clothing hangers and end up dead. if abortion was not possible at all meaning whether illegal or not just not physically possible then i bet a lot of the women who desperately need them would kill themselves.",abortion,p-right,39,197.02153,49,195.46626,22,0.527957558631897,19,0.5703482329845428
457,"because sexual activity is awesome and a sign of good health. it is a primal action that is at the foundation of humans' hierarchy of needs (according to maslow: http://www.colinchristianson.com/ wp-content/uploads/2009/08/ 800px-maslows_hierarchy_of_needssvg.png) ) so stopping sex is not the solution to the abortion debate. people do need to be careful and do need to be held accountable for their actions, but accidents happen and shouldn't people be able to have a choice in how to deal with such a life-altering event?",abortion,p-right,14,169.18983,17,166.71056,11,0.5870733857154846,10,0.5930282175540924
458,what if the woman in question was a victim of rape or incest? should they have to go through that?,abortion,p-rape,9,104.48764,12,104.397156,54,0.2550477385520935,56,0.2513089179992676
459,what about rape?? then what? should that poor girl go through her life looking at the child of a rapist?,abortion,p-rape,10,104.7787,13,102.52735,18,0.4706496000289917,16,0.5419544279575348
460,thats what the other debater said. unless it was an accident or her life was in dangerr,abortion,p-mother_danger,9,104.05522,12,104.47497,69,0.511004239320755,193,0.5283202230930328
461,"ok and like i saidd, every mothere should have her own desicon on whether or not they want to go through a pregancy. for instance what if it wasnt a accident to have the child and the mother found out that her soon to be baby was special ed. so she desided to get an abortion. i know she's killin a life and i do think thats wrong, but in the same way she might want to protect that unborn from going through pain and trials in the future... let me remind you that the title of this argument "" abortion should be banned"". thats a straight forward yes or no question and since there are "" what if's"" (what if it is rape, what if it's an aciddent , ect.) in this situation the conclusion is that abortions should'nt be banned.",abortion,p-not_human p-right,17,166.88232,23,165.53453,50,0.606854110956192,49,0.5932487547397614
462,"why should a mother have the right to dispose of her 'mistake'? dont want a baby?, dont have sex!!!",abortion,c-sex,8,105.463585,11,105.72118,68,0.5747173130512238,69,0.5978602766990662
463,"i believe it is a privilage for them. if they want to get married i think they should go ahead and do it. it is them, not me.",gayRights,p-right_denied,35,104.50807,45,104.26858,29,0.5294229388237,30,0.5141808986663818
464,yes they should they are humas to and if you love some on so much you get married and live together,gayRights,p-right_denied,46,106.514565,58,106.49669,55,0.22387200593948364,182,0.6103517115116119
465,i believe that they should be able to because it is their right. just like we have the right to marry one another they should be able to. how about this put yourself in their shoes how would you like it if you were in love with the same sex and you 2 decide to get married but you couldn't then what? you would be pretty mad wouldn't you? i know that i would. so to me i think they should be able to get married. that's just the way that i see things though.,gayRights,p-right_denied,49,171.94855,62,168.09377,104,0.5464142858982086,109,0.5572431683540344
466,"there are only two (2) sexes created by god, the male and the female gender. an individual is given by god a ""free choice"". homosexuality is a person's personal choice, so why forbid them in exercising their right? 9",gayRights,p-born p-right_denied,7,148.01532,9,148.01682,19,0.5956782102584839,17,0.5952617228031158
467,with marriage comes a lot of privileges. taxes and other things such as the right to decide to pull the plug or not. that is why it should be right for homosexuals to get married.,gayRights,p-right_denied,35,114.190956,45,116.19204,148,0.5816068649291992,42,0.6120253503322601
468,"instead of wasting my time and replying to everyone about my mistake, im going to state it here. i should have been more clearer with my argument. i should had said that homosexuals are not totally wrong and not totally right. saying that they are will make the contradicting truth false. with this information, im believing that the truth can be contradicting. contradictions are examples of false information. however, when i evaluate the contradiction i provided, both of them are truthful in their own senses. i went a little off topic but if the author intended us to talk about children, then my argument shouldn't be dismissed. now here is my answer to this debate: why not? it is a choice and everybody deserves to get married to the ones they love.",gayRights,p-right_denied,17,171.40898,23,172.10677,49,0.6634551882743835,120,0.663935512304306
469,ya they should!! cuz they aint homoz they ppl! and they have rights!! people should be able to be happy if they are gay or straight!! and if yhu think not then suck a fat one!!!,gayRights,p-right_denied,48,127.52177,60,126.404625,70,0.5351163446903229,71,0.5379704236984253
470,"why not? everybody deserves the same rights. all this ""adam and eve, not adam and steve"" bullcrap has no place in the reasoning for any part of our legal system. there's a separation of church and state for a reason, religion shouldn't interfere in matters like this. what ""sancticity of marriage"" are people talking about? marriage isn't necessarily a religious union between a man and a woman, why should it be? what makes it so special that it can't be between a man and a man? or a woman and a woman?",gayRights,p-normal p-religion p-right_denied,23,193.69823,30,194.71637,104,0.6251093447208405,109,0.639007031917572
471,"[*i'm not homosexual but i do agree.] why shouldn't they? gays also have feelings to each other. they're also same human-beings like us but only the fact that they are homosexual. that doesn't mean that gays should not get married. loving each other can lead to marriage and that's normal. what's peculiar is that they both are homosexual ""only"". but, they should also have those kind of things where we register(?) ourselves as a married couple in law so that they have that feeling of being responsible for what they are doing, that is, marriage. marriage is something that people should be carefully concerned with, and the same goes for gay couples too! they should be responsible and must think of what their 'adopted' child (if they're going to have one) might think of their parents too. because, all these are something very crucial.",gayRights,p-born p-normal,10,136.35341,13,137.2975,78,0.5063826441764832,83,0.5060599148273468
472,no-one should marry!!! but gay people have the right to if they want to...,gayRights,p-right_denied,7,111.22003,9,110.102806,56,0.24506348371505737,129,0.5044731497764587
473,"if they want to, then go ahead and do it. it's not like they have to get married to a guy, but if they are homosexual, and want a partner of the same gender, then they should easily have the right to go ahead and do it. if anyone stops that, it's discrimination, and is that right? obviously not.",gayRights,p-right_denied,13,143.18315,16,142.447,54,0.5347563922405243,56,0.536018043756485
474,"they shouldn't marry. they should even be killed. its against religion. god didn't create adam and steve, it was adam and eve.",gayRights,c-abnormal c-religion,21,99.179504,29,102.43701,186,0.5588134527206421,74,0.4739985466003418
475,men should fall in love with women that's why they where created and women should get married to men because it makes ever ting easier.,gayRights,c-abnormal,7,130.478,9,129.00746,29,0.5768640041351318,195,0.6918531954288483
476,"men should fall in love with women says who?! that's why they where created they were not ""created."" they evolved into existence over billions of years. and you are telling them what their purpose in life is. your view is irrelevant to what they believe their purpose is. women should get married to men because it makes ever ting easier. how exactly does prohibiting someone from marrying who they love because some idiot says they shouldn't ""make ever ting easier?"" that is absolutely absurd. i will not tolerate any attempt to forcibly take someone's rights because a f@#$in' 2000-year-old book says they should be killed. who are your to dictate who one can and cannot love?",gayRights,p-right_denied,23,164.85896,30,163.82582,60,0.5635189116001129,59,0.5382400453090668
477,"i think the author of this debate should change the word ""homos"" to ""homosexuals."" it sounds insulting. anyway, here is my dispute. and you are telling them what their purpost in life is. i believe that the purpose in life is to grow and advance. in a sense, homosexuals are not wrong because they stop the world from overpopulation. however, in another sense, it is wrong due to the fact that it stops the world from growing in numbers. i believe this is the purpose of life because it is programmed in our heads. we fear the tip of the blame touching our heart because we do not want to die. we go to school because we want to better ourselves. if i had a billion dollars, i don't want to spend the rest of my life playing on my nintendo wii. if i do that, i would feel like im wasting my own life. i believe i can say the same about you because i can sense it. i can sense wrong, ha ha. therefore, i believe, most men and women must be attracted to each other to inorder to grow and advane as a human race.",gayRights,c-abnormal p-other,19,182.14966,25,182.09541,37,0.5829013884067535,180,0.4913783669471741
478,"i believe that the purpose in life is to grow and advance. as do i. but it is not right for me to dictate my subjective beliefs onto others out of some perverted sense of duty. that is absurd. however, in another sense, it is wrong due to the fact that it stops the world from growing in numbers. who said homosexuals can't have kids? they simply cannot have them with each other .",gayRights,c-threat_to_child,39,193.70897,49,192.82056,99,0.5300747156143188,104,0.5308457911014557
479,"who said homosexuals can't have kids? they simply cannot have them with each other. i never implied that. as do i. but it is not right for me to dictate my subjective beliefs onto others out of some perverted sense of duty. that is absurd. i believe this ""belief"" is truth and the truth must be said. who said homosexuals can't have kids? they simply cannot have them with each other i don't find what you stated as a dispute. if it was intended to be one. if it was intended to be a dispute then you are wrong because when i stated ""growing in numbers"" i didn't meant adoption. i meant producing children into this world. in one small sense, it is wrong to be homosexuals because you can't produce children. in that sense, it is naturally wrong. in another sense, it is right to be homosexuals because you can stop overpopulation. these are two contradicting statements showed by reventonrage and riced. however, these statements are truthful in their own perspective. i understand that homosexuals can't have kids. they can adopt children and thus, support the advancement of the human race. homosexuals, like non-homosexuals, can become scientists and mathmaticians that supports the advancment of the human race. im just providing more senses in which being a homosexual is right. you know what? i proved that facts can be contradicting. homosexuals can't produce children and in that sense, it is wrong. however, they stop the world from overpopulation. in that sense, it is right. i know those statements are contradicting but i can't deny that both of them are correct in their own little perspectives. edit. if you read my other comments then you will already know that i think i went a little off topic with mine. i thought marriage meant having children so that is why i went into the discussion of children. therefore, the discussion of children lead me to the purpose of life. if the author of this debate didn't meant marriage as in having children afterwards, then my comment should be dismissed. ignored but not forgotten. lol. it is contradicting. im surprised myself. i said that a lot. however, i can say the same for non-homosexual people as well. they support life and they don't support life. im just saying this so you don't imply that i don't think this.",gayRights,p-born p-no_threat_for_child p-other,17,144.24727,23,150.66287,4,0.5893402397632599,57,0.29547756910324097
480,"i take from your logic that it is also wrong to get married if you are sterile, elderly, infertile, or handicapped. moreover, any marriage that does not contribute to the expanse of the human race is one that is wrong. what if i just don't want kids?",gayRights,p-normal,9,166.87405,12,167.11372,21,0.5742339789867401,18,0.5914780795574188
481,"marriage is a concept that the state has got it's hands on. marriage shouldn't be recognised under the state and marriage should be only recognised under the eyes of god. if a homosexual wants to get married, they can. if a heterosexual wants to get married, they can. but please don't beg for the state to comment how pretty you look together, the state shouldn't give a shit and not recognise any religious dogma.",gayRights,p-right_denied,35,142.26448,45,141.45833,97,0.5605486929416656,76,0.5645059645175934
482,"it is not wrong to get ""married."" however, in that logic and mind, it is wrong to live in a perspective of not producing children when overpopulation isn't met. it is ""naturally wrong"" to have an infertile body when you can't produce an offspring...in one sense. in stated this sense in my first argument. when i created my first argument, the thought of marriage didn't come to mind. i understand that is weird because that word is in the title of this debate. and i find it weird. i replied supportingly, but not one hundred percent supportingly, that men and women should be attracted to each other. i comment that i supported is that of shadowwolf when he stated that men and women should fall in love. in response, ignorantly percieved that comment as that men and women should be attracted to one another. i provided senses in which this attraction is right and wrong. edit. i now believe that my comment was a little off topic. when i think of marriage, i think of children. however, if the thought of children wasn't implied by the author, my comment should be dismissed.",gayRights,c-abnormal c-religion,49,139.3868,62,137.29732,80,0.5433042049407959,85,0.5663024187088013
